channel_name,text,date,news_type,sentiment_type
украина новости война,евросоюз достигнуть предел возможность касаться финансовый санкция россия глава дипломатия ес жозеп боррель,2022-03-10,Economical,positive
украина новости война,какой время шутка,2022-03-09,Political,neutral
украина новости война,удар роддом мариуполь не случайный час представительница мид рф захаров брифинг назвать женщина нацбат место рождение ребёнок огневой позиция,2022-03-09,Political,positive
украина новости война,президент штат байден призвать конгресс сша принять пакет помощь украина сумма млрд доллар,2022-03-09,Political,positive
украина новости война,николаев владелец демилитаризовать брдм бронировать разведывательнодозорный машина передать автомобиль нужда николаевский областной караул автомобиль выполнять транспортный услуга заказ автомобиль выполнять,2022-03-08,Shelling,neutral
украина новости война,разбали гавный,2022-03-07,Political,neutral
украина новости война,украинец,2022-03-07,Humanitarian,neutral
украина новости война,появиться видео обстрел николаев вероятно установка смерч поступать информация прилетать город пригород,2022-03-07,Shelling,negative
украина новости война,обращение алексей арестович касательно ситуация киевский область,2022-03-06,Political,neutral
украина новости война,похоже руснуть заканчиваться нормальный военный техника,2022-03-06,Shelling,negative
украина новости война,буча грань город свет тепло связь продукт беда житель кричать помощь,2022-03-06,Humanitarian,positive
украина новости война,porsche пожертвовать млн евро поддержка украинец пострадать российский вторжение евро направиться увкб оон агентство оон дело беженец действовать украина остальной,2022-03-05,Economical,neutral
украина новости война,посольство украина нигерия сообщить доброволец желать воевать сторона украина нігерійці й ті хочуть пидить москаліть,2022-03-05,Political,neutral
украина новости война,успешный атака украинский птур танк оккупант боекомплект взорваться оторвать башня,2022-03-04,Shelling,negative
украина новости война,позиция рф жёсткий позиция украина жёсткий поэтому переговоры тяжело продолжаться советник офис президент подоляк,2022-03-04,Political,neutral
украина новости война,варламов похоже ночной смена роскомнадзор чтоть нажать исчезнуть посмотреть выглядеть интернет утро утром интернет россия,2022-03-04,Humanitarian,positive
украина новости война,херсон область ворог окупувать телевежа телерадіомовленний й розповсюджуватима новини інформаціть херсон звичайный це величезный кількість фейкіть дезінформації пропаганди уряд ніколя,2022-03-03,Shelling,negative
украина новости война,российский авиация разбомбить школа чернигов известно девять погибнуть,2022-03-03,Shelling,negative
украина новости война,путин провести совещание постоянный член совбез песок,2022-03-03,Political,neutral
украина новости война,попасная луганский область российский обстрел умереть двое мирный житель разрушить,2022-03-03,Shelling,negative
украина новости война,стілька разіть хотіть знищить не змочь ми пройидти стілька всьий і якщый хтося думає що подолать це українці злякаються зламаються,2022-03-03,Political,neutral
украина новости война,hm прекратить продажа россия тенденция продолжаться,2022-03-02,Economical,neutral
украина новости война,полк азов наводить артиллерия беспилотник удар попасть российский бронеавтомобиль рысь камаз,2022-03-01,Shelling,negative
украина новости война,чугуев аэродром,2022-03-01,Shelling,negative
украина новости война,післить удар площі свободить харкові росіть це державатерорист зверненний президент українить володимир зеленський,2022-03-01,Shelling,negative
украина новости война,украинский посол генеральный ассамблея оон путин хотеть совершить самоубийство не использовать ядерный арсенал последовать пример чувак берлинский бункер май,2022-02-28,Political,negative
украина новости война,,2022-02-28,Political,neutral
украина новости война,сми сообщать планировать глушить связь черниговский сумский харьковский запорожский одесский область киевщиня донбасс параллельно готовиться хакерский атака украинский медиа массовый,2022-02-28,Shelling,negative
украина новости война,всу гвардейский днепропетровский область ликвидировать колонна диверсант,2022-02-27,Shelling,negative
украина новости война,вышгород взрыв,2022-02-26,Shelling,negative
украина новости война,терміново кіберполіціть створить спеціальний бот повідомлень виявлені міткать які окупанти лишають дорога можный сфотографуватить точка і вонь потраплять єдиної бази,2022-02-26,Shelling,negative
украина новости война,зверненний зеленський головня ердоган разом з азербайджанський лідёр ільхам алієвить запропонувать взять організаціть переговоріть з росієть азербайджан змож допомоготь україні,2022-02-26,Political,neutral
украина новости война,мозырь гомельский область беларусь сообщать город заметить российский авиация изпод калинковичи вестись запуск ракета,2022-02-26,Shelling,neutral
украина новости война,закрашивание метка наведение не помогать прежний видно ультрафиолет чемтый закрывать заливать грязь сбивать тд,2022-02-25,Political,negative
украина новости война,сума район артучилище самый больший бой вчера направление контролировать военный,2022-02-25,Shelling,negative
украина новости война,ворзель київська область можливия захід противник навколишні населені пункть быть напоготові,2022-02-25,Shelling,negative
украина новости война,метро харьков,2022-02-24,Shelling,negative
украина новости война,ситуация минута,2022-02-24,Shelling,neutral
украина новости война,российский сми сообщать днр объявить чс государственный уровень связать остановка насосный станция первый подъём южнодонбасский водовод прекращение централизовать питьевой водоснабжение,2022-02-21,Political,positive
украина новости война,зона оос начать прибывать нардеп министр время журналист андрей цаплиенко сообщать боевик обстреливать кпвва счастие миномёт попасть грузовик важный секунда,2022-02-19,Shelling,neutral
украина новости война,берлин закончиться встреча советник лидер страна нормандский четвёрка украина россия франция германия итог встреча проходить час глава офис президент ,2022-02-11,Political,positive
,,
