channel,txt,date,category
Экономика,"сообщения о том, что бойцы чвк «вагнер» во время мятежа дошли до складов ядерного оружия «воронеж-45», являются вбросом. об этом заявил журналистам пресс-секретарь президента россии дмитрий песков. «у кремля нет такой информации», — сказал песков. «похоже на очередной вброс», — добавил он. о том, что бойцы чвк «вагнер» во время мятежа дошли до складов, накануне сообщал глава военной разведки украины кирилл буданов. агентству reuters он заявил, что бойцы чвк не смогли попасть внутрь хранилища из-за закрытой двери.",2023-07-12,Political
Экономика,"главный стратег по глобальным рынкам jpmorgan марко коланович полагает, что в 2023 году американский фондовый рынок полностью перешел на территорию fomo, или страха упущенных возможностей, сообщает издание business insider. страх упустить возможность поучаствовать в росте заставляет людей инвестировать в фондовый рынок. по его словам, фондовый рынок сша уже выглядит переоцененным, и это касается не только технологического сектора, который сильно вырос в первом полугодии. форвардное соотношение цены к прибыли s&p 500 (forward price-to-earnings ratio) сейчас составляет 19,4x. если не учитывать технологические акции и акции компаний, связанных с искусственным интеллектом, оставшиеся 65% акций из индекса s&p 500 торгуются с коэффициентом 17,4x. в общем, недешево, так как исторический форвардный p/e индекса s&p 500 составляет 15,3x, а это означает, что текущие оценки акций представляют собой премию в 10%, сообщил коланович.",2023-07-12,Economical
Экономика,"пользователи цифрового рубля для открытия счета и проведения операций с этой формой денег должны быть зарегистрированы в государственной единой системе идентификации и аутентификации (есиа) и иметь простую электронную подпись. об этом говорится в проекте положения банка россии, которое устанавливает правила работы платформы цифрового рубля.",2023-07-12,Economical
Экономика,"стоимость сентябрьских фьючерсов на нефть brent на лондонской бирже ice futures увеличилась на 0,75%, до $80 за баррель. на отметке $80 за баррель нефть торгуется впервые с 1 мая. цена на фьючерсы на нефть wti с поставкой в августе на нью-йоркской товарной бирже выросла на 09,94%, до $75,54 за баррель. brent подорожала до $80 за баррель после выхода отчета по инфляции в сша, отмечает reuters. по итогам июня индекс потребительских цен (cpi) в сша составил 3% в годовом исчислении, что стало минимумом с марта 2021 года. аналитики, опрошенные агентством, прогнозировали 3,1%. в мае cpi был на уровне 4%. в месячном исчислении инфляция в сша выросла на 0,2% вместо ожидаемых 0,3%.",2023-07-12,Economical
Экономика,"германия решила отказаться от планов ремонтировать переданные киеву танки leopard в польше. переговоры с польскими властями не дали результата, заявили в немецком минобороны. танки leopard 2a5 и leopard 2a6 будут ремонтироваться в германии и, возможно, в литве, сказали в вильнюсе. по данным газеты handelsblatt, немецкое правительство хочет выйти из соглашения с польшей о ремонте бронемашин на ее территории из-за завышенной цены, которую требуют поляки.",2023-07-13,Political
Экономика,"холдинг уоррена баффета получит $1 млрд прибыли после победы компании microsoft в суде против федеральной торговой комиссии сша (ftc). в результате победы microsoft получит право на приобретение activision blizzard за $68,7 млрд. компания уоррена баффета получит $1 млрд, если microsoft сможет закрыть сделку и предложит холдингу выкупить его долю в activision в размере $95 за акцию, подсчитали в insider. однако berkshire hathaway должна сохранить свою долю в activision blizzard на уровне, который она имела на конец первого квартала — $4,2 млрд.",2023-07-13,Economical
Экономика,"госдума приняла в третьем чтении законопроект, по которому изъятое у коррупционеров дорогое жилье будут приватизировать и реализовывать на торгах. это следует из данных, размещенных на сайте нижней палаты парламента в среду, 12 июля. в пояснительной записке к документу отмечается, что сейчас в россии отсутствует порядок и основания для отчуждения из федеральной собственности жилых помещений (квартир), поступающих в государственный жилищный фонд, путем их возмездной реализации. при этом в госказне числится большой объем жилых помещений, зачастую это жилье большой площади и повышенной комфортности.",2023-07-13,Corruption
Экономика,"в июне потребительские цены выросли на 0,37% к предыдущему месяцу (против 0,31% в мае к апрелю), а в годовом выражении инфляция ускорилась до 3,25% (против 2,51% в мае), сообщил росстат. в июне также ускорилось ослабление рубля. июньское ускорение инфляции было обусловлено тем, что начали расти цены на товары (плюс 0,2% к маю — в основном за счет удорожания непродовольственных товаров); в мае в товарах была нулевая динамика. цены на услуги в июне выросли на 0,83%, замедлившись по сравнению с майским ростом (1,13% по сравнению с апрелем).",2023-07-13,Economical
Экономика,"совкомбанк впервые с ноября 2021 года отчитался по мсфо. чистая прибыль совкомбанка за первый квартал составила 22,5 млрд рублей. активы выросли до 2,3 трлн рублей, капитал - на 12% до 214 млрд рублей. розничный кредитный портфель банка за 3 месяца вырос на 5% до 611 млрд руб., портфель корпоративных кредитов за l квартал - на 4% до 828 млрд руб.",2023-07-13,Economical
Экономика,"компания google обнародовала список изменений внутренней политики в отношении платформы play store. их целью стала поддержка блокчейн-решений и ряда цифровых активов. в первую очередь нововведения коснулись невзаимозаменяемых токенов (nft). теперь в приложениях и играх, представленных в play store, можно продавать, покупать и зарабатывать активы. при этом разработчики должны соблюдать некоторые правила. «мы требуем, чтобы приложения на основе токенизированных цифровых активов были максимально прозрачными для пользователей», — подчеркивается в сообщении компании.",2023-07-13,Other
Экономика,"авиабилеты на внутрироссийские рейсы в 2023 году вырастут на 15–20%, а рост цен на международные полеты составит до 40%. об этом заявил совладелец внуково и авиакомпании «азимут» (по итогам первого квартала 2023 года перевезла 0,5 млн пассажиров и вошла в топ-10 российских перевозчиков) виталий ванцев. «но не нужно к этому относиться так, что авиакомпании, охреневшие, пользуются ситуацией. со стороны это может так выглядеть, но все на самом деле иначе», — предупреждает ванцев. по его словам, у перевозчиков «значительно» выросли затраты: особенно растет стоимость технического обслуживания самолетов из-за западных санкций, введенных в 2022 году после начала военной спецоперации на украине, которые запрещают поставку в россию самолетов и комплектующих к ним.",2023-07-13,Economical
Экономика,"намерение японии и южной кореи разместить ядерное оружие сша на своих территориях является опасным. об этом заявил министр иностранных дел россии сергей лавров на встрече с главой китайской дипломатии ван и. «япония и корея, кстати говоря, уже дают сигналы о том, что они не прочь у себя разместить американское ядерное оружие или обзавестись своим собственным. это очень серьезная и опасная тенденция», — сказал российский министр.",2023-07-13,Political
Экономика,"бывший генеральный директор обанкротившегося криптовалютного кредитора celsius алекс машинский арестован в рамках расследования дела о крахе компании, сообщил bloomberg со ссылкой на человека, знакомого с ходом расследования. одновременно с этим, согласно судебным документам, комиссия по ценным бумагам и биржам сша (sec) также подала иск к машинскому и компании.",2023-07-13,Other
Экономика,"госдума приняла 13 июля закон, который вводит понятие цифрового рубля в гражданский кодекс россии и относит его к объектам гражданских прав. деньги в такой форме можно будет завещать и наследовать. в документе закрепляется возможность расчетов цифровыми рублями на территории страны через перевод центробанком на специальной платформе в соответствии с законодательством о национальной платежной системе. помимо этого устанавливается возможность срочной выдачи банками цифровых рублей, которыми владел наследодатель, в целях расходов на его похороны.",2023-07-13,Economical
Экономика,"крупные хедж-фонды сохраняют доверие к сектору цифровых активов, хотя в этом году они стали меньше инвестировать в криптовалюты. такие выводы сделали эксперты pwc совместно с alternative investment management association и coinshares. тем не менее в 2023 году доля хедж-фондов, инвестирующих в криптовалюты, снизилась с 37 до 29%. около 93% респондентов прогнозируют, что капитализация рынка цифровых активов вырастет к концу года. немногим более половины опрошенных заявили о неготовности инвестировать в криптовалюты в течение предстоящих трех лет.",2023-07-14,Economical
Экономика,"депутаты госдумы приняли в первом чтении законопроект, расширяющий перечень военнослужащих, которые могут получить жилье от государства. поправки в закон «о статусе военнослужащих» предусматривают такую возможность для россиян, которые в какой-то период своей службы были гражданами другой страны. по действующему законодательству, государство обеспечивает жильем или субсидией для его приобретения тех российских военных, которые служили по контракту более 20 лет или служили по контракту более десяти лет и были уволены с военной службы по состоянию здоровья или возрасту. в пояснительной записке к законопроекту его авторы отмечают, что на обеспечение жильем в настоящее время не могут рассчитывать россияне, которые в какой-то период службы по контракту в вооруженных силах россии являлись гражданами других государств.",2023-07-14,Political
Экономика,"индекс доллара (dxy) упал на 0,56% и достиг отметки 99,95 пункта на торгах в четверг, 13 июля. индикатор упал до самого низкого уровня с 21 апреля 2022 года. вечером индекс снижался на 0,55%, до 99,97 пункта. ослабление доллара наблюдается на фоне снижения инфляционных ожиданий в сша и в ожидании того, что фрс замедлит темпы ужесточения денежно-кредитной политики. фьючерсы на процентные ставки показывают, что рынки ожидают повышения ставки на очередном заседании фрс в конце этого месяца, но ожидания дальнейшего повышения теперь стали минимальными.",2023-07-14,Economical
Экономика,"внешний долг россии с начала года снизился на $33 млрд или на 8,7%, сообщает центробанк. на 1 июля он составляет $347,7 млрд «в значительной степени динамика показателя определялась сокращением обязательств прочих секторов по долговым инструментам, в том числе в рамках отношений прямого инвестирования, что было отчасти связано с реализацией механизма выпуска замещающих облигаций. важную роль сыграло уменьшение задолженности органов государственного управления, обусловленное реализацией нерезидентами суверенных ценных бумаг», — объяснили в цб.",2023-07-14,Economical
Экономика,"доходы россии от экспорта нефти и нефтепродуктов в июне 2023 года упали по сравнению с маем на $1,5 млрд, или на 11,2%, до $11,8 млрд, следует из обзора нефтяного рынка международного энергетического агентства (мэа), опубликованного 13 июля. это самый низкий показатель за последние месяцы и почти вдвое меньше по сравнению с июнем 2022 года ($20,4 млрд). исходя из данных мэа, за первое полугодие 2023 года нефтяной экспорт снизился более чем в полтора раза, по сравнению с первым полугодием 2022-го — с $120,4 млрд до $77,4 млрд.",2023-07-14,Economical
Экономика,"иностранные музыканты и российские исполнители со статусом иноагента столкнулись с трудностями при получении авторского вознаграждения за публичное воспроизведение своих композиций. об этом сообщили два источника на концертном рынке и представители нескольких артистов, информацию об особом порядке расчета с такими правообладателями подтвердили и в российском авторском обществе. сейчас, согласно указу президента № 322 от 27 мая 2022 года, вознаграждения правообладателям из недружественных стран производятся только через специальный рублевый счет «о», объяснили в пресс-службе рао. причем такой счет заводится по заявлению пользователя-«должника», а не правообладателя. вывести деньги со счета правообладатель может только с разрешения правительственной комиссии, пояснили в рао.",2023-07-14,Political
Экономика,"«икс холдинг» получил рейтинг кредитоспособности rua-. прогноз по рейтингу – стабильный. по шкале рейтингового агентства «эксперт ра» это умеренно высокий рейтинг, что очень хороший показатель для российского производителя оборудования. напомним, что в «икс холдинг» входят такие компании, как yadro, «цитадель», «гарда», «криптонит» и «бюро 1440», которые занимаются разработкой телекоммуникационного оборудования, информационной и кибербезопасностью, а также спутниковой связью. агентство оценивает риск-профиль отрасли умеренно позитивно. рынки систем хранения данных и информационной безопасности в россии характеризуются растущим спросом, в первую очередь, благодаря активной цифровизации и возросшими инвестициям в сферу кибербезопасности. портфель компании – высоко диверсифицированный, а подход «икс холдинга» к хранению данных отмечен как высоконадежный.",2023-07-14,Economical
Экономика,"сербия не вводит санкции против москвы из соображений морали, заявил президент страны александр вучич. «моральная позиция сербии важнее всего. зарабатываем мы деньги на этом или нет? нет. имеем ли мы из-за этого много проблем? да, имеем. уверен ли я, что мы продержимся и дальше? нет, не уверен», — сказал он. вучич не раз заявлял, что на сербию оказывают давление из-за отказа вводить санкции против россии. он говорил, что не знает, как долго сербия сможет сопротивляться, и допускал, что в какой-то момент ей придется присоединиться к ограничениям.",2023-07-14,Economical
Экономика,"автоваз выйдет из капитала группы «объединенные автомобильные технологии» (оат), крупнейшего в россии производителя оригинальных запчастей и компонентов для автомобильной промышленности. об этом заявил источник, близкий к оат, и подтвердил вице-президент автоваза по закупкам михаил соснин. автоваз стал владельцем 40% оат в конце 2021 года, после того как сделку одобрила федеральная антимонопольная служба. автоваз передаст 40% производителя автокомпонентов камазу, который будет единолично контролировать группу.",2023-07-14,Economical
Экономика,"по итогам 2023 года в регионах россии сложится положительный бюджетный импульс на уровне 2 трлн руб., сопоставимый с показателем пандемийного 2020-го. это следует из июльского доклада банка россии «региональная экономика». под бюджетным импульсом цб подразумевает изменение за год автономного сальдо консолидированных бюджетов регионов (собственные доходы бюджета, то есть без учета безвозмездных поступлений из центра, минус общие расходы), взятое со знаком минус. расширение такого автономного дефицита означает увеличение бюджетного импульса. в этом случае региональная бюджетная политика вносит положительный вклад в расширение экономической активности и спроса в регионе, пояснили в пресс-службе банка россии.",2023-07-14,Economical
Экономика,"еркожа акылбек покинул пост генерального директора usm, а также все органы управления компаний группы. акылбек почти 20 лет был партнером kpmg в россии и снг, а с 2020 года работал в структурах usm. возглавлял холдинг с апреля 2022 года. уход из компании был решеним акылбека, сообщает рбк.",2023-07-14,Political
Экономика,"между еврокомиссией и европейским центральным банком, а также внутри ес возникли разногласия в вопросе введения налога на прибыль от использования российских замороженных активов, из-за чего сроки принятия решения об использовании замороженных активов цб рф в ес могут сдвинуться, передает агентство блумберг со ссылкой на информированные источники. ранее глава еврокомиссии урсула фон дер ляйен сообщала, что ек до августа выступит с конкретным предложением к странам союза по использованию замороженных в ес активов центробанка россии для финансирования восстановления украины. премьер-министр бельгии александр де кроо заявил, что евросоюз намерен использовать сверхприбыль от вложения замороженных в ес активов россии для помощи украине и рассчитывает получать не менее трех миллиардов евро в год.",2023-07-15,Economical
Экономика,"запасы зерновых и зернобобовых культур в сельхозорганизациях рф (без учета субъектов малого предпринимательства) на конец июня 2023 года выросли в годовом выражении на 58,4%, до 13,197 миллиона тонн, следует из материалов росстата. в том числе запасы пшеницы по итогам июня выросли в годовом выражении на 74,2%, до 7,456 миллиона тонн, кукурузы на зерно в полной спелости — на 8,1%, до 1,168 миллиона тонн. запасы семян и плодов масличных культур в июне текущего года прибавили к июню прошлого года 51,4% и составили 1,703 миллиона тонн, в том числе запасы семян подсолнечника увеличились на 74,4%, до 0,904 миллиона тонн.",2023-07-15,Economical
Экономика,"комитет госдумы по бюджету и налогам поддержал предложение минфина по корректировке топливного демпфера, направленное на снижение выплат нефтяникам на 50% с 1 сентября текущего года до 31 декабря 2026 года. демпфирующий механизм был создан для сдерживания цен на топливо на внутреннем рынке в россии. в общих чертах, если экспортная цена бензина и дизельного топлива выше условной внутрироссийской, то государство компенсирует нефтекомпаниям часть этой разницы, чтобы они не повышали цены в рф. а если российские цены выше экспортных, то нефтяники делятся с государством частью своей прибыли от внутренних продаж топлива.",2023-07-15,Economical
Экономика,"ленинский районный суд ярославля взыскал в доход россии контрольный пакет акций пао «тгк-2». таким образом иск генпрокуратуры был удовлетворен. решение может быть обжаловано в течение месяца, сообщил судья. в иске генпрокуратуры идет речь об обращении в доход россии акций kostroma kogeneratsiya limited, janan holdings limited, raltaka enterprises ltd, litim trading limited, «корес инвеста», леонида лебедева и «долгового агентства». акции тгк-2 со стороны всех ответчиков, кроме kostroma kogeneratsiya limited, находятся в доверительном управлении «совлинка». компания владеет 57,8% уставного капитала тгк-2, kostroma kogeneratsiya limited — еще 23,86%. в списке аффилированных лиц лебедев не значится.",2023-07-15,Economical
Экономика,"власти россии поручили нефтяным компаниям сократить экспорт нефти в августе, сообщает reuters со ссылкой на три источника. по данным агентства, на этой неделе состоялась встреча с топ-менеджерами компаний, которых попросили «приложить больше усилий, чтобы гарантировать снижение экспорта» в следующем месяце. накануне вице-премьер александр новак заявил, что компании самостоятельно будут решать: либо снизить экспорт, либо добычу. «но в целом у нас задач — уменьшить поставки на мировые рынки», — сказал новак. два источника агентства сообщили, что экспорт российской нефти из западных портов в августе сократится примерно на 100 тыс. — 200 тыс. баррелей в день по сравнению с июлем.",2023-07-15,Economical
Экономика,"крупнейшая нефтесервисная компания slb (ранее schlumberger) объявила о прекращении поставок продукции и технологий в россию со всех своих предприятий по всему миру в связи с ужесточением международных санкций, сообщается на сайте slb. до этого компания ограничила поставки из сша, великобритании, ес и канады. «slb всерьез относится к соблюдению законов об экспортном контроле и экономических санкциях и по-прежнему поддерживает международное сообщество», — говорится в сообщении. в slb добавили, что призывают к прекращению боевых действий на украине. с марта 2022 года компания предпринимает шаги по сокращению своей деятельности в россии и ограничению инвестиций и новых технологий, отметили там.",2023-07-15,Economical
Экономика,"главнокомандующий вооруженными силами украины генерал валерий залужный заявил, что применяет оружие украинского производства для ударов «через границу» и не будет ни у кого спрашивать разрешения. хотя страны, поставляющие свои вооружения, поставили условие: не использовать их для нанесения ударов по территории россии. «чтобы спасти свой народ, почему я должен спрашивать у кого-то разрешения, что делать на вражеской территории?» — сказал залужный. «это наша проблема и это нам решать, как убить этого врага», — добавил он. если партнеры боятся применять свое оружие, украина «будет убивать своим, но ровно столько, сколько необходимо», подчеркнул генерал.",2023-07-15,Political
Экономика,"решение президента сша джо байдена об отправке дополнительных армейских резервистов в европу — подготовка к войне с россией, заявил кандидат в президенты сша роберт кеннеди-младший. «байден только что призвал три тысячи резервистов, чтобы расширить силы сша в европе в качестве части операции «атлантическая решимость». я хочу, чтобы люди понимали, что это за мобилизация. это подготовка к наземной войне с россией», — написал он. решение байдена также раскритиковал другой кандидат на выборах и экс-президент сша дональд трамп в соцсети truth social. «последнее, что должна делать его некомпетентная администрация — это подталкивать нас к третьей мировой войне», — написал трамп.",2023-07-15,Political
Экономика,"посольство россии в сша следит за ситуацией с экстрадированным в сша из эстонии россиянином вадимом конощенком, сообщается со ссылкой на заведующую консульским отделом посольства надежду шумову. 13 июля гражданина россии вадима конощенока, задержанного в эстонии, экстрадировали в сша на основании ордера, выданного в восточном округе нью-йорка. в минюсте сша отметили, что россиянин «был важным участником схемы по предоставлению секретной электроники и боеприпасов американского производства в поддержку военных усилий россии». там указали, что конощенок нарушил экспортный контроль сша, экономические санкции и другие американские уголовные законы. в случае признания вины ему грозит до 30 лет тюрьмы.",2023-07-15,Political
Экономика,"беднейшие страны и страны с доходом ниже среднего получили лишь 10 процентов кукурузы и 40 процентов пшеницы, отправленных в рамках зерновой сделки, заявил. координационный центр оон в стамбуле. в субботу президент россии владимир путин заявил президенту юар сирилу рамафосе, что обязательства об устранении препятствий для экспорта российского продовольствия и удобрений не выполнены. путин в ходе разговора также подчеркнул, что главная цель сделки, а именно поставки зерна нуждающимся странам, в том числе на африканском континенте, так и не была реализована.",2023-07-16,Economical
Экономика,"индия и оаэ выразили заинтересованность в интеграции платежных систем обеих стран, сказано в совместном заявлении по итогам переговоров премьер-министра индии нарендры моди и президента оаэ мухаммеда бен заида аль нахайяна в абу-даби. ""лидеры обсудили, что развитие системы расчетов в местной валюте между двумя странами для урегулирования двусторонней торговли является отражением взаимного доверия. более того, это подчеркивает устойчивость экономик обеих стран и укрепляет экономическое взаимодействие между оаэ и индией. лидеры выразили заинтересованность в укреплении сотрудничества в области платежных систем путем обеспечения интеграции между их системами мгновенных платежей для более эффективной обработки трансграничных транзакций между оаэ и индией"", — говорится в заявлении, размещенном на сайте мид индии.",2023-07-16,Economical
Экономика,"за время действия черноморской инициативы, одна из частей которого подразумевает содействие в экспорте российских удобрений, не было отправлено ни одного судна с этим грузом из россии, заявили в созданном в рамках сделки координационном центре оон. в центре до этого отмечали, что экспорт российского аммиака в рамках инициативы будет зависеть от возобновления работы аммиакопровода тольятти — одесса, по которому продукция поступала в украинский порт южный. этот порт является одной из гаваней, откуда в рамках сделки отправляются суда с зерном. аммиакопровод был поврежден в начале июня, «его текущее состояние неизвестно», добавили в оон.",2023-07-16,Economical
Экономика,"южная корея начала передавать украине транспорт и технику спецназначения. об этом сообщил президент украины владимир зеленский на совместной пресс-конференции с лидером южной кореи юн сок ёлем. «с радостью могу констатировать, что уже выполняется договоренность о передаче транспорта и техники специального назначения, в частности машин для разминирования. это помогает нам спасать жизнь людей», — сказал зеленский. юн сок ёль и первая леди южной кореи ким кон хи прибыли на украину днем 15 июля, заранее о визите не сообщалось. президент республики после встречи с зеленским объявил, что сеул выделит на поддержку киеву $150 млн.",2023-07-16,Political
Экономика,"польские государственные энергетические компании enea, pge, tauron и energa получили от государственного казначейства предложения о приобретении угольных активов для создания nabe — national energy security agency, агентства национальной энергетической безопасности. согласно документу, pge предложили продать акции за 849 млн злотых ($214 млн), исходя из стоимости предприятия, определенной по состоянию на 30 сентября 2022 года. enea предложили продать акции компании enea wytwarzanie за 2,48 млрд злотых ($625 млн) и подразделения enea elektrownia połaniec — за 632 млн злотых ($159,3 млн), также исходя из стоимости компаний на 30 сентября прошлого года. цена продажи акций energa elektrownie ostrołęka составила 153 млн злотых ($38,5 млн).",2023-07-16,Economical
Экономика,"twitter по-прежнему является убыточной компанией из-за падения доходов от рекламы и большой долговой нагрузки. об этом заявил владелец соцсети илон маск. «у нас по-прежнему отрицательный денежный поток из-за падения доходов от рекламы примерно на 50% и большой долговой нагрузки. нужно достичь положительного денежного потока, прежде чем мы сможем позволить себе какую-либо роскошь», — написал в twitter маск в ответ на предложение пользователя создать более выгодные условия для содержания соцсети.",2023-07-16,Other
