русском,литва расширить ограничение транзит товар калининградский область запретить перевозить территория россия цемент алкоголь связь вступление сила новый европейский санкция портал,2022-07-11,Economical,negative
русском,страна ввести санкция вывоз зерно украина заявление,2022-06-27,Economical,negative
русском,путин сомневаться присоединение ес дать стимул рост экономика украина,2022-06-17,Economical,positive
русском,россия скорее начаться экономический рост заявить глава сбербанк герман греф кулуар пмэф,2022-06-17,Economical,positive
русском,финляндия изз закрытие воздушный пространство россия ежемесячно терять млн писать iltalehti российский спецоперация рейс финляндия финляндия азия обратно стать получать,2022-06-11,Economical,neutral
русском,стратегический запас нефть сша сократиться показатель резерв составлять млн баррель последний неделя потратить млн баррель сообщать reuters ранее агентство bloomberg,2022-09-13,Economical,positive
русском,евросоюз ввести пошлина нефть рф страна не договориться окончательный эмбарго поставка писать financial times ссылка источник руководство евросоюз издание утверждать,2022-05-31,Economical,positive
экономика,январь российский финансовый рынок больший степень повлиять геополитический напряжённость переход ужесточение денежнокредитный политика развитой страна говориться обзор риск финансовый рынок,2022-02-15,Economical,negative
экономика,управлять компания merk investments планировать запустить пассивный биржевой фонд защита стагфляция merk stagflation etf отслеживать цена недвижимость нефть золото tips,2022-02-18,Economical,positive
экономика,абонент украинский мобильный оператор не смочь дозвониться абонент российский оператор сообщить прессслужба государственный служба специальный связь защита информация украина мера,2022-03-04,Economical,positive
экономика,правительство внести госдума законопроект изменение бюджетный кодекс направить эффективный управление структура государственный долг обеспечение финансовый стабильность корректировка позволить быстро гибко,2022-03-04,Economical,positive
экономика,российский брокер сообщить ограничение иностранный контрагент изз клиент не продать иностранный бумага зарубежный биржа внешний западный контрагент временно остановить операция,2022-03-04,Economical,neutral
экономика,министерство энергетика украина запретить экспорт природный газ территория страна изз военный операция россия сообщать компанияоператор укртрансгаз министерство энергетика запретить участник,2022-03-04,Economical,neutral
экономика,ставка вклад о весь подробный март рубль максимальный ставка вклад сбервклад прайма составить срок три месяц классический сбервклад срок валютный,2022-03-02,Economical,positive
экономика,биржевой цена газ европа ход торг вторник март взлететь выше тыс куб цена мартовский фьючерс хаба ttf нидерланды вырасти тыс,2022-03-02,Economical,positive
экономика,икс холдинг входить yadro гк цитадель криптонит не стать разрешиться кризис решить защитить сотрудник менеджмент холдинг дочерний компания решить дополнительно,2022-03-01,Economical,positive
экономика,валерий фадеев призвать российский компания организация обжаловать судебный порядок ограничение запрет западный общество разворачиваться кампания введение дополнительный ограничение запрет россия,2022-03-01,Economical,negative
экономика,прекратить эскалация конфликт украина санкция отношение страна смягчить заявить брифинг официальный представитель госдепартамент сша нед прайс представитель госдеп уточнить сша,2022-03-01,Economical,negative
экономика,российский резидент не смочь зачислять иностранный валюта счёт вклад зарубежный банк брокер следовать указ президент владимир путин ответ западный санкция,2022-03-01,Economical,neutral
экономика,владимир путин подписать указ специальный экономический мера связь недружественный действие сша примкнуть иностранный государство международный организация соответствие указ экспортёр должный,2022-03-01,Economical,positive
экономика,глава роскосмос дмитрий рогозин подтвердить рбк европейский космический агентство ека отказаться проведение телеконференция роскосмос связать мой отказ оставить французский гвиана,2022-02-28,Economical,neutral
экономика,цена мартовский фьючерс нефть wti превысить впервые сентябрь свидетельствовать дать торг ньюйоркский биржа цена нефть brent превысить баррель впервые октябрь,2022-02-15,Economical,positive
экономика,евросоюз запретить экспортировать белоруссия топливо древесина цемент сталь заявить глава еврокомиссия урсула фон дер ляйена причина введение новый ограничение поддержка,2022-02-28,Economical,positive
экономика,цб установить курс доллар март уровень руб курс евро руб,2022-02-28,Economical,positive
экономика,евросоюз обсудить введение жёсткий санкция российский олигарх заявить верховный представитель ес иностранный дело политика безопасность жозеп боррель совместный прессконференция глава,2022-02-28,Economical,neutral
экономика,евросоюз ввести пакет санкция включать полный запрет полёт российский самолёт весь территория заявить заявить брюссель глава еврокомиссия урсула фон дер,2022-02-28,Economical,negative
экономика,цб дать российский банк временной послабление отношение обязательность соблюдение размер открытый валютный позиция говориться сообщение регулятор облегчение адаптация банк сложиться,2022-02-28,Economical,positive
экономика,сша евросоюз канада великобритания осуждать российский военный операция украина принять решение удаление отдельный российский банк система swift санкция центробанк россия,2022-02-27,Economical,negative
экономика,бюро индустрия безопасность bis министерство торговля сша регулятор область экспортный контроль опубликовать деталь новый ограничение экспорт технологический продукция отрасль российский,2022-02-26,Economical,positive
экономика,евросоюз готовый ввести пакет санкция россия заявить замглавы еврокомиссия валдис домбровскиснуть слово домбровскис касаться область торговля частность включать мера контроль,2022-02-24,Economical,neutral
экономика,кредит сравнить условие сайт банк сходить отделение унизительный отказ следующий банк далее технология развиваться бюро кредитный история окб запустить сервис,2022-02-22,Economical,neutral
экономика,европейский союз ввести санкция пять гражданин россия организация выборы госдума пройти крым сентябрь информация содержаться официальный журнал ес совет считать,2022-02-22,Economical,positive
экономика,ожидаться ftse объявить результат полугодовой обзор серия глобальный индекс акция индексный провайдер ftse включить расчётный база акция пик итог мартовский,2022-02-21,Economical,positive
экономика,западный санкция ввести россия любой случай независимо повод заявить президент владимир путин прессконференция переговоры президент белоруссия александр лукашенко москва санкция,2022-02-19,Economical,negative
экономика,европейский страна выразить опасение изз санкция ввести россия случай вторжение украина затронуть экономика частность италия попросить ес исключить энергетический сектор,2022-02-18,Economical,negative
экономика,логистический компания fedex united parcel service приостановить доставка груз россия изз военный операция украина ups бесплатно вернуть посылка следовать россия,2022-02-28,Economical,positive
экономика,польша запретить поставка газ уголь россия близкий месяц заявить заместитель министр иностранный страна шимон шинковский решение не принять евросоюз принять,2022-04-10,Economical,positive
украина ,onlyfans начали верифицировать аккаунты отключать подвязаны санкционным банкам русские модели не смогут получать онлайн услуги,2022-02-27 01:16:54,Economical,-1.0
украина ,активы цб рф 643 млрд заморожены ой як прикро  ,2022-02-27 00:17:31,Economical,-1.0
риа новости,байден признал последствия санкций рф лягут числе страны европы,2022-03-24 19:42:32,Economical,-1.0
украина ,основатель чешской поисковой системы seznamcz иво лукачович пожертвовал 100 чешских крон личных средств нужды украинской армии бизнесмен объяснил шокирован резней,2022-04-05 01:51:00,Economical,1.0
украина ,сервис поиску жилья airbnb запретил жителям россии беларуси бронировать жилье миру граждане стран не смогут оформить бронирование сидите дома ус,2022-04-05 01:08:38,Economical,-1.0
украина ,компания epic games собрала благотворительной акции fortnite 144 миллиона долларов украины,2022-04-04 21:14:50,Economical,1.0
украина ,испания арестовала яхту находящегося санкциями российского бизнесмена виктора вексельберга,2022-04-04 20:31:03,Economical,-1.0
rt на русском,airbnb запретил онлайнбронирование жилья пользователям россии белоруссии,2022-04-04 23:45:47,Economical,-1.0
rt на русском,сша координации союзниками готовятся ввести новые санкции отношении россии стремятся укрепить позиции киева переговорах москвой заявили госдепе,2022-04-04 21:28:41,Economical,-1.0
rt на русском,канада введёт санкции отношении девяти граждан россии девяти граждан белоруссии канадский мид,2022-04-04 20:55:53,Economical,-1.0
rt на русском,марте ddosатак российские организации стало 54 месяцем ранее данные фиксирует лаборатория касперского сообщили rt компании нападениям подвергались компании финансовом секторе,2022-04-04 20:00:00,Economical,-1.0
rt на русском,лавров заявил введённые россии санкции больно бьют мировой экономике,2022-04-04 19:48:44,Economical,-1.0
rt на русском,минэкономики германии предписало федеральному сетевому агентству 30 сентября управление gazprom germania gmbh министр,2022-04-04 17:46:00,Economical,-1.0
rt на русском,страны ес не отказаться поставок российского газа министр финансов фрг кристиан линднер,2022-04-04 17:17:46,Economical,1.0
rt на русском,рф создадут систему онлайнконтроля доступности лекарств не допускать сокращения запасов заявила голикова,2022-04-04 17:00:39,Economical,1.0
rt на русском,госдуму внесён законопроект праве оформления бессрочного вида жительство иностранцам высококвалифицированным специалистам членам семей,2022-04-04 16:50:53,Economical,-1.0
rt на русском,пенсия инвалидности назначаться автоматически подачи заявлений сообщил михаил мишустин,2022-04-04 15:11:22,Economical,1.0
rt на русском,михаил мишустин сообщил 9 апреля снимаются ограничения борьбе covid19 распространявшиеся чартерные рейсы возобновляется сообщение 52 странами,2022-04-04 15:07:03,Economical,-1.0
rt на русском,wargaming разработчик world of tanks объявила уходе белоруссии россии игровой бизнес компания передала местное управление lesta studio не связана wargaming,2022-04-04 14:36:16,Economical,-1.0
rt на русском,владимир путин подписал указ ответных мерах визового характера недружественных стран,2022-04-04 14:28:20,Economical,-1.0
rt на русском,промсвязьбанк начал работу крыму предоставляет услуги розничным клиентам бизнесу сообщили банке,2022-04-04 14:27:23,Economical,1.0
rt на русском,аэрофлот рамках акции снижает цены перелёты конца апреля мая российским направлениям 3035 сообщили риа новости компании,2022-04-04 14:02:39,Economical,1.0
rt на русском,сенатор ольга ковитиди прокомментировала слова макрона выступившего введение санкций изза ситуации буче примут ограничат поставки российских нефти угля попытка прикрыть,2022-04-04 12:59:01,Economical,-1.0
rt на русском,нефтебазе белгороде начались восстановительные работы сообщил губернатор белгородской области вячеслав гладков повреждения значительные восстановительные работы начались,2022-04-04 11:46:46,Economical,-1.0
rt на русском,премьер польши моравецкий призвал наложить санкции российское общество прекратить выдачу россиянам шенгенских виз исключением гуманитарных должны наложены решительные санкции российское,2022-04-04 11:00:00,Economical,-1.0
риа новости,американский телеканал cnbc ссылкой источники утверждает новые санкции ес россии включать ограничения авиатопливо лизинг самолетов стальную продукцию предметы роскоши позиции,2022-04-05 02:01:17,Economical,-1.0
риа новости,австралия запрещает экспорт предметов роскоши россию изза ситуации украине запрет коснется ювелирных изделий парфюмерии вин транспортных средств табачных изделий аксессуаров,2022-04-05 00:53:15,Economical,-1.0
риа новости,байден назвал реальной перспективу глобального дефицита продовольствия изза событий украине санкций вводимых россии,2022-03-24 20:20:09,Economical,-1.0
риа новости,российские маркетплейсы ozon wildberries яндексмаркет попросили распространить меры поддержки itотрасли рынок электронной коммерции говорится письме кабмин копия риа новости,2022-03-24 20:28:20,Economical,-1.0
риа новости,14 тыс работников находятся отпуске сохранения зарплаты показатель практически не менялся марта сообщили минтруде рф,2022-03-24 21:09:24,Economical,-1.0
риа новости,европе начали всерьез задумываться последствиях ситуации украины собственных санкционных решений продовольственного рынка правительство греции устанавливает контроль объемами запасов ряда ключевых,2022-03-24 21:24:58,Economical,-1.0
nexta live,борис джонсон анонсировал санкции чвк вагнер,2022-03-24 11:05:36,Economical,-1.0
раньше всех. ну почти.,байден признал последствия санкций рф лягут числе страны европы,2022-03-24 19:43:50,Economical,-1.0
раньше всех. ну почти.,компания nord stream 2 ag намерена ближайшие дни подать заявление банкротстве сообщила газета штутгартер цайтунг ссылкой исполнительного директора фирмы маттиаса,2022-03-24 19:35:06,Economical,-1.0
раньше всех. ну почти.,председатель правления латвийской компании latvijas gāze айгарс калвитис заявил не видит возможности расплачиваться рублями поставки природного газа россии поскольку контракт,2022-03-24 19:25:11,Economical,-1.0
раньше всех. ну почти.,макрон заявил оставляет выбор французским компаниям принимать решение работе рф,2022-03-24 18:35:29,Economical,-1.0
раньше всех. ну почти.,премьер италии заявил считает перевод расчётов природный газ рубли нарушением контрактов,2022-03-24 18:23:45,Economical,-1.0
раньше всех. ну почти.,шольц заявил контракты поставкам газа предусматривают оплату долларах евро,2022-03-24 18:02:03,Economical,-1.0
раньше всех. ну почти.,канцлер фрг шольц заявил запад принять новые санкции россии случае необходимости,2022-03-24 17:55:51,Economical,-1.0
раньше всех. ну почти.,власти фрг официально уведомили telegram начатых компании делах мессенджеру telegram германии грозит штраф 55 евро двум текущим делам речь идет,2022-03-24 17:47:43,Economical,-1.0
раньше всех. ну почти.,премьер бельгии считает пересмотр валюты контрактах газ рф означает пересмотреть цены премьер бельгии заявил не поддерживает полный отказ ес нефти,2022-03-24 17:41:24,Economical,-1.0
раньше всех. ну почти.,ирландский премьер ожидает ес найдет требования рф переход расчеты рублях,2022-03-24 17:24:08,Economical,-1.0
раньше всех. ну почти.,x5 group заявили распределительных центрах сахар привозят фурами отдельным магазинам развозят небольшими машинами периоды приезда следующей машины сахара полке не,2022-03-24 16:56:27,Economical,-1.0
риа новости,пользователи airbnb россии белоруссии не оформить бронирование жилья сообщает сервис 4 апреля отменены бронирования странах,2022-04-05 00:47:41,Economical,-1.0
раньше всех. ну почти.,официальный курс доллара пятницу составил 9605 рубля евро 10547 рубля цб рф,2022-03-24 16:19:45,Economical,-1.0
раньше всех. ну почти.,табачная компания philip morris international рассматривает варианты реструктуризации бизнеса россии включая возможную передачу активов говорится сообщении компании,2022-03-24 15:38:07,Economical,-1.0
раньше всех. ну почти.,выплачивать единовременно 10 рублей пенсионерам бюджетникам освобожденных территориях украины мчс рф,2022-03-24 15:29:55,Economical,-1.0
раньше всех. ну почти.,минфин сша заявил действующие санкции распространяются любые операции золотом связаны банком россии,2022-03-24 15:29:12,Economical,-1.0
раньше всех. ну почти.,сша вводят санкции главы сбербанка германа грефа,2022-03-24 15:21:56,Economical,-1.0
раньше всех. ну почти.,сша ввели новые санкции отношении физлиц юрлиц россии список попали 328 российских парламентариев десятки предприятий оборонного сектора рф,2022-03-24 15:18:51,Economical,-1.0
раньше всех. ну почти.,сша вводят санкции госдумы,2022-03-24 15:18:33,Economical,-1.0
раньше всех. ну почти.,компания apple ограничила оплату картами постепенно убирать apple pay ранее добавленные карты сообщается поддержке держателей карты,2022-03-24 15:07:10,Economical,-1.0
риа новости,минфин сша отложил запрет импорт морепродуктов рф 23 июня,2022-03-25 01:23:01,Economical,1.0
риа новости,австралия вводит санкции президента белоруссии лукашенко,2022-03-25 00:28:59,Economical,-1.0
риа новости,сша ес намерены активнее бороться не использовала цифровые валюты попыток уклониться санкций введенных западом изза украины говорится заявлении байдена фон,2022-03-24 23:17:48,Economical,-1.0
риа новости,сша исключили санкций россии финансовые сделки необходимые работы дипмиссий третьих стран москве,2022-03-24 22:48:46,Economical,-1.0
риа новости,сша разрешили американским сми проводить финансовые операции крыму днр лнр,2022-03-24 22:42:39,Economical,-1.0
раньше всех. ну почти.,госдеп сша вводит санкции 17 членов правления совкомбанка заявление,2022-03-24 15:53:23,Economical,-1.0
риа новости,сша координации союзниками готовятся ввести новые санкции рф стремясь укрепить позиции киева переговорах москвой госдеп,2022-04-04 21:24:40,Economical,-1.0
риа новости,министры экономики стран ес завтра обсудят расширение санкций рф глава еврогруппы,2022-04-04 21:09:54,Economical,-1.0
rt на русском,польский премьер матеуш моравецкий сообщил польша предложила евросоюзу наложить санкции членов партии единая состоянию 2021 партии состояли 23 млн,2022-04-04 10:45:45,Economical,-1.0
украина новости,небо украиной остается открытым государство работает упреждением рисков авиаперевозчиков заявили министерстве инфраструктуры украины предлагаем не верить фейкам вбросам разных сми,2022-02-13,Economical,1.0
украина новости,летают самолеты украину российских сми некоторых украинских сми ссылкой российские появилась информация возможной воздушной блокаде украины авиаперевозчиками никаких официальных заявлений,2022-02-13,Economical,-1.0
украина новости,курс доллара,2022-02-12,Economical,1.0
украина новости,курс доллара к гривне,2022-02-12,Economical,1.0
украина новости,подорожали товары,2022-02-12,Economical,1.0
риа новости,скандинавская авиакомпания sas неделю февраля прекращает полеты небе украины,2022-02-20,Economical,-1.0
риа новости,втб предупредил клиентовюрлиц новом порядке проведения валютных операций рекомендует временно воздержаться операций долларах евро сервисы доступны ограничения,2022-02-24,Economical,-1.0
риа новости,тольяттиазот связи ситуацией украине останавливает транзит аммиака трубопроводу тольятти одессу,2022-02-24,Economical,-1.0
риа новости,швейцарская авиакомпания swiss сообщила не летать киев марта,2022-02-24,Economical,-1.0
риа новости,официальные курсы пятницу евро рубля доллар рубля,2022-02-24,Economical,-1.0
риа новости,курсы евро рубля доллар рубля,2022-02-24,Economical,-1.0
риа новости,доллар исторических максимумов снижается,2022-02-24,Economical,-1.0
украина новости,автобусы пассажирами посаженного кишиневе рейса skyup отправились украину автобуса пассажирами рейса авиакомпании skyup вынужденного сесть кишиневе требованию лизингодателя отправились украину,2022-02-13,Economical,-1.0
риа новости,flydubai отменяет рейсы дубай минск дубай февраля включительно сообщил минский аэропопорт,2022-02-24,Economical,-1.0
риа новости,госсекретарь бельгии миграции полагает ес рассмотреть запрет въезд россиян пишет le soir,2022-02-24,Economical,-1.0
риа новости,премьер нидерландов заявил санкции ес должны направлены путина правительства,2022-02-24,Economical,-1.0
риа новости,банк россии первой половине дня продать сотен долларов рамках объявленных валютных интервенций оценил инвестиционный стратег ари капитал суверов,2022-02-24,Economical,-1.0
риа новости,нефть wti выше баррель впервые июля,2022-02-24,Economical,-1.0
риа новости,нефть выше баррель впервые июля,2022-02-24,Economical,-1.0
риа новости,нефть выше баррель,2022-02-24,Economical,-1.0
риа новости,президент чехии призвал отключить россию swift,2022-02-24,Economical,1.0
риа новости,большая портов украине закрыта повреждений портовой инфраструктуры заявили власти,2022-02-24,Economical,-1.0
риа новости,ес обсудить введение санкций лично путина говорят источники блумберг,2022-02-24,Economical,-1.0
украина новости,премьерминистр нидерландов призвал ввести санкции президента рф путина правительства россии сообщает reuters,2022-02-24,Economical,-1.0
украина новости,столкнется беспрецедентной изоляцией глава дипломатии ес глава мид германии объявила пакете самых масштабных санкций россии нападение украину,2022-02-24,Economical,-1.0
украина новости,украина полностью отключилась энергосистем россии белоруссии работает автономном режиме,2022-02-24,Economical,-1.0
риа новости,шольц заявил евросоюз примет новые санкции россии,2022-02-24,Economical,-1.0
nexta live,великобритания ввела санкции российских компаний физических лиц герман греф олег тиньков евгений швидлер предполагаемая дочь лаврова российские чиновники бизнесмены попали,2022-03-24 11:16:45,Economical,-1.0
украина новости,skyup прекращает продажу билетов вылеты февраля компания сообщает крупнейшие мировые страховые компании сообщили украинским авиаперевозчикам течение часов прекращают страхование самолетов,2022-02-13,Economical,-1.0
украина новости,состоится внеочередное заседание кабмина должны принять проекты правительственных решений помогут авиакомпаниям отношениях страховщиками рейсы украину украины продолжали осуществляться заседание бюджетного,2022-02-13,Economical,-1.0
rt на русском,цены фрукты овощи британских магазинах выросли треть растительное масло дорожает полтора раза виной антироссийские санкции сбои поставок изза забастовок испании,2022-04-04 09:47:17,Economical,-1.0
rt на русском,байден отказывается зелёного курса изза энергетического кризиса пишет обозреватель the times ирвин штельцер американские власти призывали европу снизить зависимость российского,2022-04-04 08:25:33,Economical,-1.0
rt на русском,европейский энергетический кризис сказался рыболовстве заявил депутат европарламента испании николас гонсалес касарес письме ек которым ознакомился rt пояснил парламентарий половины,2022-04-04 08:07:25,Economical,-1.0
rt на русском,латвийская газовая компания latvijas gāze сообщила изучает возможность оплаты российского газа рублях риа новости,2022-04-04 04:30:10,Economical,-1.0
украина,украинская разведка получила внутренние документы армии рф свидетельствующие российские военные не получают обещанных денежных выплат вместо денег оккупантам предлагают дополнительные,2022-04-04 19:53:39,Economical,-1.0
украина ,германии национализировали немецкую дочернюю компанию газпрома немецкая дочка gazprom germania передана управление федерального сетевого агентства германии сообщает bloomberg,2022-04-04 18:53:41,Economical,-1.0
украина ,премьерминистр словакии заявил всётаки не платить российский газ рублях требует оплату рублями допускал министр экономики не удастся договориться другом ус,2022-04-04 18:44:06,Economical,-1.0
риа новости,зеленский обсудил шольцем подготовку новой встречи нормандских политсоветников перспективы саммита экономическую энергетическую поддержку украины рассчитывает германия станет гарантом продолжения транзита,2022-02-14,Economical,-1.0
риа новости,минюст разработал законопроект создании реестра неплательщиков алиментов находящихся розыске,2022-02-14,Economical,-1.0
риа новости,крупнейший украинский авиаперевозчик международные авиалинии украины мау требованию лизингодателя начал массовый вывод самолетов границу изза риска обострения ситуации страны пишут,2022-02-14,Economical,-1.0
риа новости,рубль быстро укрепляется доллар теряет,2022-02-14,Economical,1.0
риа новости,газпром не заказывать март транзит польшу ямалевропе дополнительные мощности украины,2022-02-14,Economical,-1.0
украина новости,небо украиной открыто заместитель главы оп кирилл тимошенко сообщил европейское агентство авиационной безопасности не давало рекомендаций ограничению полетов украиной небо,2022-02-13,Economical,-1.0
риа новости,авиакомпания norwegian останавливает полеты украиной,2022-02-14,Economical,
риа новости,газпром европейских подземных хранилищах закачанного летом газа заполненность,2022-02-14,Economical,-1.0
риа новости,лукашенко заявил украина решила отказаться белорусских калийных удобрений попросила сша помочь заместить поставки,2022-02-14,Economical,-1.0
риа новости,отдельные покинувшие украину бизнесмены вернутся днях пишет украинская прессслужбе ставницера сообщили предприниматель улетел командировку днях вернется прессслужбе хмельницкого улетел обучение,2022-02-14,Economical,1.0
риа новости,екатеринбургский суд признал виновными участников группировки хакеров lurk похитившей млрд рублей передает корреспондент риа новости версии следствия декабря апрель фигуранты,2022-02-14,Economical,-1.0
риа новости,кабардинобалкарии разоблачили финансовую пирамиду привлекшую млн рублей тыс вкладчиков задержаны числе предполагаемых организаторов криминальной схемы возмещения нанесенного ущерба изъяты млн,2022-02-14,Economical,-1.0
украина новости,прифронтовом мирнограде модернизируют музыкальную школу мирнограде донецкой области стартовал ремонт здания музыкальной школы объект обновляют рамках президентской программы большая стройка,2022-02-14,Economical,1.0
украина новости,большая стройка,2022-02-14,Economical,1.0
украина новости,творится валютном рынке сми разгораются информационные баталии поводу возможной войны россией украинцы не теряют активно выкупают доллары валютном рынке утром,2022-02-14,Economical,-1.0
украина новости,украина выделит миллиарда гривен гарантий полетов кабинет министров своем заседании утвердил решение выделить млрд гривен мининфраструктуры гарантийным фондом полетов украину,2022-02-13,Economical,1.0
украина новости,украина выделит миллиарда гривен,2022-02-13,Economical,1.0
украина новости,миллиарда гривен гарантий полетов кабинет министров,2022-02-13,Economical,1.0
украина новости,олигархи бизнесмены покидают украину чартерными рейсами украинские олигархи бизнесмены покидают украину чартерными рейсами воскресенье киева вылетело чартеров частных самолетов среди,2022-02-13,Economical,-1.0
риа новости,ровно украина установили дипломатические отношения февраля экономические политические отношения стран нуле украина перестала напрямую закупать российский газ прекратила импорт электроэнергии,2022-02-14,Economical,-1.0
украина ,министр цифровизации федоров обратился paypal просьбой закрыть сервис россии  ,2022-02-27 00:46:13,Economical,-1.0
nexta live,посол россии заявил польша заблокировала банковские счета российского посольства предлогом финансирования терроризма,2022-03-24 11:27:54,Economical,-1.0
